Gene stable ID	Pig gene stable ID	Pig homology type	Pig orthology confidence [0 low, 1 high]
ENSMUSG00000027882	ENSSSCG00000006845	ortholog_one2one	1
ENSMUSG00000040713	ENSSSCG00000006308	ortholog_one2one	1
ENSMUSG00000031634	ENSSSCG00000015793	ortholog_one2one	1
ENSMUSG00000019990	ENSSSCG00000004165	ortholog_one2one	1
ENSMUSG00000037474	ENSSSCG00000015600	ortholog_one2one	1
ENSMUSG00000020111	ENSSSCG00000010289	ortholog_one2one	1
ENSMUSG00000050088	ENSSSCG00000038931	ortholog_one2one	1
ENSMUSG00000059811	ENSSSCG00000008487	ortholog_one2one	1
ENSMUSG00000030850	ENSSSCG00000010699	ortholog_one2one	1
ENSMUSG00000036291	ENSSSCG00000005065	ortholog_one2one	1
ENSMUSG00000031626	ENSSSCG00000036679	ortholog_one2one	1
ENSMUSG00000026311	ENSSSCG00000016340	ortholog_one2one	1
ENSMUSG00000030060	ENSSSCG00000011611	ortholog_one2one	1
ENSMUSG00000022218	ENSSSCG00000001993	ortholog_one2one	1
ENSMUSG00000028360	ENSSSCG00000003777	ortholog_one2one	1
ENSMUSG00000053094	ENSSSCG00000007736	ortholog_one2one	1
ENSMUSG00000026203	ENSSSCG00000016217	ortholog_one2one	1
ENSMUSG00000049957	ENSSSCG00000034716	ortholog_one2one	1
ENSMUSG00000021948	ENSSSCG00000023503	ortholog_one2one	1
ENSMUSG00000033542	ENSSSCG00000022525	ortholog_one2one	1
ENSMUSG00000045053	ENSSSCG00000008465	ortholog_one2one	1
ENSMUSG00000024210	ENSSSCG00000039272	ortholog_one2one	1
ENSMUSG00000020811	ENSSSCG00000017894	ortholog_one2one	1
ENSMUSG00000062604	ENSSSCG00000026110	ortholog_one2one	1
ENSMUSG00000005102	ENSSSCG00000039061	ortholog_one2one	1
ENSMUSG00000041741	ENSSSCG00000028662	ortholog_one2one	1
ENSMUSG00000068696	ENSSSCG00000035602	ortholog_one2one	1
ENSMUSG00000059481	ENSSSCG00000004038	ortholog_one2one	1
ENSMUSG00000027719	ENSSSCG00000009089	ortholog_one2one	1
ENSMUSG00000030149	ENSSSCG00000040465	ortholog_one2one	1
ENSMUSG00000032458	ENSSSCG00000011662	ortholog_one2one	1
ENSMUSG00000028847	ENSSSCG00000037213	ortholog_one2one	1
ENSMUSG00000028159	ENSSSCG00000039327	ortholog_one2one	1
ENSMUSG00000019214	ENSSSCG00000008010	ortholog_one2one	1
ENSMUSG00000037366	ENSSSCG00000038619	ortholog_one2one	1
ENSMUSG00000041426	ENSSSCG00000016049	ortholog_one2one	1
ENSMUSG00000041390	ENSSSCG00000021885	ortholog_one2one	1
ENSMUSG00000054091	ENSSSCG00000031773	ortholog_one2one	1
ENSMUSG00000041237	ENSSSCG00000026149	ortholog_one2one	1
ENSMUSG00000037202	ENSSSCG00000010271	ortholog_one2one	1
ENSMUSG00000019794	ENSSSCG00000004104	ortholog_one2one	1
ENSMUSG00000052852	ENSSSCG00000023710	ortholog_one2one	1
ENSMUSG00000042918	ENSSSCG00000003143	ortholog_one2one	1
ENSMUSG00000048521	ENSSSCG00000011318	ortholog_one2one	1
ENSMUSG00000066975	ENSSSCG00000043809	ortholog_one2one	1
ENSMUSG00000034135	ENSSSCG00000015071	ortholog_one2one	1
ENSMUSG00000032740	ENSSSCG00000008406	ortholog_one2one	1
ENSMUSG00000026228	ENSSSCG00000016273	ortholog_one2one	1
ENSMUSG00000042446	ENSSSCG00000003627	ortholog_one2one	1
ENSMUSG00000040170	ENSSSCG00000015267	ortholog_one2one	1
ENSMUSG00000038745	ENSSSCG00000014561	ortholog_one2one	1
ENSMUSG00000027750	ENSSSCG00000009361	ortholog_one2one	1
ENSMUSG00000053111	ENSSSCG00000010745	ortholog_one2one	1
ENSMUSG00000029482	ENSSSCG00000009755	ortholog_one2one	1
ENSMUSG00000025607	ENSSSCG00000016553	ortholog_one2one	1
ENSMUSG00000063428	ENSSSCG00000004401	ortholog_one2one	1
ENSMUSG00000034382	ENSSSCG00000036801	ortholog_one2one	1
ENSMUSG00000038838	ENSSSCG00000001384	ortholog_one2one	1
ENSMUSG00000002205	ENSSSCG00000003204	ortholog_one2one	1
ENSMUSG00000004939	ENSSSCG00000040860	ortholog_one2one	1
ENSMUSG00000049553	ENSSSCG00000008226	ortholog_one2one	1
ENSMUSG00000025353	ENSSSCG00000000365	ortholog_one2one	1
ENSMUSG00000048015	ENSSSCG00000035778	ortholog_one2one	1
ENSMUSG00000040280	ENSSSCG00000027621	ortholog_one2one	1
ENSMUSG00000050106	ENSSSCG00000033592	ortholog_one2one	1
ENSMUSG00000028430	ENSSSCG00000010990	ortholog_one2one	1
ENSMUSG00000040661	ENSSSCG00000011425	ortholog_one2one	1
ENSMUSG00000033720	ENSSSCG00000008307	ortholog_one2one	1
ENSMUSG00000033377	ENSSSCG00000006874	ortholog_one2one	1
ENSMUSG00000025245	ENSSSCG00000011314	ortholog_one2one	1
ENSMUSG00000049130	ENSSSCG00000056729	ortholog_one2one	1
ENSMUSG00000035505	ENSSSCG00000008947	ortholog_one2one	1
ENSMUSG00000004896	ENSSSCG00000006470	ortholog_one2one	1
ENSMUSG00000078816	ENSSSCG00000003256	ortholog_one2one	1
ENSMUSG00000020150	ENSSSCG00000023142	ortholog_one2one	1
ENSMUSG00000019877	ENSSSCG00000004237	ortholog_one2one	1
ENSMUSG00000000686	ENSSSCG00000017789	ortholog_one2one	1
ENSMUSG00000030310	ENSSSCG00000011577	ortholog_one2one	1
ENSMUSG00000020841	ENSSSCG00000017799	ortholog_one2one	1
ENSMUSG00000020224	ENSSSCG00000031580	ortholog_one2one	1
ENSMUSG00000030124	ENSSSCG00000000688	ortholog_one2one	1
ENSMUSG00000062031	ENSSSCG00000025023	ortholog_one2one	1
ENSMUSG00000050473	ENSSSCG00000004159	ortholog_one2one	1
ENSMUSG00000016487	ENSSSCG00000000549	ortholog_one2one	1
ENSMUSG00000016946	ENSSSCG00000008058	ortholog_one2one	1
ENSMUSG00000031966	ENSSSCG00000056489	ortholog_one2one	1
ENSMUSG00000024338	ENSSSCG00000026951	ortholog_one2one	1
ENSMUSG00000004895	ENSSSCG00000006467	ortholog_one2one	1
ENSMUSG00000047638	ENSSSCG00000000875	ortholog_one2one	1
ENSMUSG00000018449	ENSSSCG00000036311	ortholog_one2one	1
ENSMUSG00000028545	ENSSSCG00000063412	ortholog_one2one	1
ENSMUSG00000014601	ENSSSCG00000006813	ortholog_one2one	1
ENSMUSG00000038417	ENSSSCG00000004405	ortholog_one2one	1
ENSMUSG00000029364	ENSSSCG00000009853	ortholog_one2one	1
ENSMUSG00000022130	ENSSSCG00000009491	ortholog_one2one	1
ENSMUSG00000004100	ENSSSCG00000013662	ortholog_one2one	1
ENSMUSG00000052040	ENSSSCG00000026006	ortholog_one2one	1
ENSMUSG00000046865	ENSSSCG00000030510	ortholog_one2one	1
ENSMUSG00000027613	ENSSSCG00000022864	ortholog_one2one	1
ENSMUSG00000032311	ENSSSCG00000052301	ortholog_one2one	1
ENSMUSG00000044288	ENSSSCG00000004309	ortholog_one2one	1
ENSMUSG00000039967	ENSSSCG00000035281	ortholog_one2one	1
ENSMUSG00000035020	ENSSSCG00000063288	ortholog_one2one	1
ENSMUSG00000070866	ENSSSCG00000016022	ortholog_one2one	1
ENSMUSG00000023328	ENSSSCG00000030303	ortholog_one2one	1
ENSMUSG00000063787	ENSSSCG00000010308	ortholog_one2one	1
ENSMUSG00000020464	ENSSSCG00000031882	ortholog_one2one	1
ENSMUSG00000003032	ENSSSCG00000005437	ortholog_one2one	1
ENSMUSG00000021877	ENSSSCG00000031791	ortholog_one2one	1
ENSMUSG00000040046	ENSSSCG00000054840	ortholog_one2one	1
ENSMUSG00000028550	ENSSSCG00000003816	ortholog_one2one	1
ENSMUSG00000048349	ENSSSCG00000025334	ortholog_one2one	1
ENSMUSG00000117406	ENSSSCG00000008054	ortholog_one2one	1
ENSMUSG00000026924	ENSSSCG00000034854	ortholog_one2one	1
ENSMUSG00000021879	ENSSSCG00000020990	ortholog_one2one	1
ENSMUSG00000006736	ENSSSCG00000036731	ortholog_one2one	1
ENSMUSG00000044139	ENSSSCG00000007765	ortholog_one2one	1
ENSMUSG00000049872	ENSSSCG00000031898	ortholog_one2one	1
ENSMUSG00000039232	ENSSSCG00000004125	ortholog_one2one	1
ENSMUSG00000035161	ENSSSCG00000009384	ortholog_one2one	1
ENSMUSG00000042246	ENSSSCG00000007866	ortholog_one2one	1
ENSMUSG00000035835	ENSSSCG00000037432	ortholog_one2one	1
ENSMUSG00000024330	ENSSSCG00000001473	ortholog_one2one	1
ENSMUSG00000039682	ENSSSCG00000023604	ortholog_one2one	1
ENSMUSG00000044468	ENSSSCG00000006729	ortholog_one2one	1
ENSMUSG00000027667	ENSSSCG00000038443	ortholog_one2one	1
ENSMUSG00000028312	ENSSSCG00000005403	ortholog_one2one	1
ENSMUSG00000019986	ENSSSCG00000004166	ortholog_one2one	1
ENSMUSG00000026663	ENSSSCG00000006346	ortholog_one2one	1
ENSMUSG00000027775	ENSSSCG00000026018	ortholog_one2one	1
ENSMUSG00000041445	ENSSSCG00000024048	ortholog_one2one	1
ENSMUSG00000026641	ENSSSCG00000006371	ortholog_one2one	1
ENSMUSG00000032185	ENSSSCG00000013633	ortholog_one2one	1
ENSMUSG00000029141	ENSSSCG00000008549	ortholog_one2one	1
ENSMUSG00000070417	ENSSSCG00000014617	ortholog_one2one	1
ENSMUSG00000030411	ENSSSCG00000035029	ortholog_one2one	1
ENSMUSG00000049848	ENSSSCG00000003078	ortholog_one2one	1
ENSMUSG00000021973	ENSSSCG00000024667	ortholog_one2one	1
ENSMUSG00000027318	ENSSSCG00000007145	ortholog_one2one	1
ENSMUSG00000060791	ENSSSCG00000040981	ortholog_one2one	1
ENSMUSG00000041842	ENSSSCG00000009011	ortholog_one2one	1
ENSMUSG00000035407	ENSSSCG00000003821	ortholog_one2one	1
ENSMUSG00000032177	ENSSSCG00000013642	ortholog_one2one	1
ENSMUSG00000027959	ENSSSCG00000028821	ortholog_one2one	1
ENSMUSG00000040387	ENSSSCG00000027002	ortholog_one2one	1
ENSMUSG00000025986	ENSSSCG00000031954	ortholog_one2one	1
ENSMUSG00000006289	ENSSSCG00000002138	ortholog_one2one	1
ENSMUSG00000030725	ENSSSCG00000024060	ortholog_one2one	1
ENSMUSG00000030752	ENSSSCG00000007818	ortholog_one2one	1
ENSMUSG00000042010	ENSSSCG00000061436	ortholog_one2one	1
ENSMUSG00000030432	ENSSSCG00000039460	ortholog_one2one	1
ENSMUSG00000062867	ENSSSCG00000011373	ortholog_one2one	1
ENSMUSG00000029066	ENSSSCG00000033374	ortholog_one2one	1
ENSMUSG00000039286	ENSSSCG00000011752	ortholog_one2one	1
ENSMUSG00000042115	ENSSSCG00000023441	ortholog_one2one	1
ENSMUSG00000070426	ENSSSCG00000023796	ortholog_one2one	1
ENSMUSG00000057329	ENSSSCG00000062696	ortholog_one2one	1
ENSMUSG00000026023	ENSSSCG00000022296	ortholog_one2one	1
ENSMUSG00000027635	ENSSSCG00000007323	ortholog_one2one	1
ENSMUSG00000068328	ENSSSCG00000008268	ortholog_one2one	1
ENSMUSG00000026626	ENSSSCG00000015599	ortholog_one2one	1
ENSMUSG00000035637	ENSSSCG00000005349	ortholog_one2one	1
ENSMUSG00000006522	ENSSSCG00000011451	ortholog_one2one	1
ENSMUSG00000034324	ENSSSCG00000009753	ortholog_one2one	1
ENSMUSG00000043067	ENSSSCG00000027063	ortholog_one2one	1
ENSMUSG00000021774	ENSSSCG00000026488	ortholog_one2one	1
ENSMUSG00000037337	ENSSSCG00000002962	ortholog_one2one	1
ENSMUSG00000045216	ENSSSCG00000022197	ortholog_one2one	1
ENSMUSG00000027435	ENSSSCG00000007116	ortholog_one2one	1
ENSMUSG00000028414	ENSSSCG00000005426	ortholog_one2one	1
ENSMUSG00000026442	ENSSSCG00000022951	ortholog_one2one	1
ENSMUSG00000025780	ENSSSCG00000011129	ortholog_one2one	1
ENSMUSG00000018677	ENSSSCG00000030167	ortholog_one2one	1
ENSMUSG00000025648	ENSSSCG00000011353	ortholog_one2one	1
ENSMUSG00000048540	ENSSSCG00000006744	ortholog_one2one	1
ENSMUSG00000003341	ENSSSCG00000013440	ortholog_one2one	1
ENSMUSG00000004268	ENSSSCG00000026812	ortholog_one2one	1
ENSMUSG00000058153	ENSSSCG00000009958	ortholog_one2one	1
ENSMUSG00000015750	ENSSSCG00000028297	ortholog_one2one	1
ENSMUSG00000015846	ENSSSCG00000038220	ortholog_one2one	1
ENSMUSG00000023075	ENSSSCG00000003652	ortholog_one2one	1
ENSMUSG00000039795	ENSSSCG00000024780	ortholog_one2one	1
ENSMUSG00000028745	ENSSSCG00000003493	ortholog_one2one	1
ENSMUSG00000030307	ENSSSCG00000039850	ortholog_one2one	1
ENSMUSG00000041911	ENSSSCG00000015953	ortholog_one2one	1
ENSMUSG00000020109	ENSSSCG00000010288	ortholog_one2one	1
ENSMUSG00000005069	ENSSSCG00000025252	ortholog_one2one	1
ENSMUSG00000047085	ENSSSCG00000029960	ortholog_one2one	1
ENSMUSG00000038520	ENSSSCG00000003193	ortholog_one2one	1
ENSMUSG00000036352	ENSSSCG00000033162	ortholog_one2one	1
ENSMUSG00000040701	ENSSSCG00000002015	ortholog_one2one	1
ENSMUSG00000020085	ENSSSCG00000010258	ortholog_one2one	1
ENSMUSG00000042390	ENSSSCG00000006562	ortholog_one2one	1
ENSMUSG00000002833	ENSSSCG00000013511	ortholog_one2one	1
ENSMUSG00000028082	ENSSSCG00000009018	ortholog_one2one	1
ENSMUSG00000033419	ENSSSCG00000004453	ortholog_one2one	1
ENSMUSG00000029624	ENSSSCG00000007622	ortholog_one2one	1
ENSMUSG00000020886	ENSSSCG00000024285	ortholog_one2one	1
ENSMUSG00000068009	ENSSSCG00000025052	ortholog_one2one	1
ENSMUSG00000039717	ENSSSCG00000006149	ortholog_one2one	1
ENSMUSG00000068615	ENSSSCG00000036219	ortholog_one2one	1
ENSMUSG00000047841	ENSSSCG00000038651	ortholog_one2one	1
ENSMUSG00000027966	ENSSSCG00000006857	ortholog_one2one	1
ENSMUSG00000021786	ENSSSCG00000011215	ortholog_one2one	1
ENSMUSG00000001089	ENSSSCG00000003532	ortholog_one2one	1
ENSMUSG00000001930	ENSSSCG00000063591	ortholog_one2one	1
ENSMUSG00000021895	ENSSSCG00000030359	ortholog_one2one	1
ENSMUSG00000042804	ENSSSCG00000003371	ortholog_one2one	1
ENSMUSG00000030884	ENSSSCG00000007845	ortholog_one2one	1
ENSMUSG00000029095	ENSSSCG00000008721	ortholog_one2one	1
ENSMUSG00000028760	ENSSSCG00000003512	ortholog_one2one	1
ENSMUSG00000045201	ENSSSCG00000011216	ortholog_one2one	1
ENSMUSG00000071470	ENSSSCG00000002144	ortholog_one2one	1
ENSMUSG00000002320	ENSSSCG00000054655	ortholog_one2one	1
ENSMUSG00000038256	ENSSSCG00000006698	ortholog_one2one	1
ENSMUSG00000028132	ENSSSCG00000039854	ortholog_one2one	1
ENSMUSG00000004931	ENSSSCG00000013492	ortholog_one2one	1
ENSMUSG00000059878	ENSSSCG00000042874	ortholog_one2one	1
ENSMUSG00000037706	ENSSSCG00000039243	ortholog_one2one	1
ENSMUSG00000029685	ENSSSCG00000016606	ortholog_one2one	1
ENSMUSG00000035067	ENSSSCG00000009693	ortholog_one2one	1
ENSMUSG00000025823	ENSSSCG00000015453	ortholog_one2one	1
ENSMUSG00000040006	ENSSSCG00000030067	ortholog_one2one	1
ENSMUSG00000027797	ENSSSCG00000033919	ortholog_one2one	1
ENSMUSG00000039308	ENSSSCG00000010310	ortholog_one2one	1
ENSMUSG00000029664	ENSSSCG00000015322	ortholog_one2one	1
ENSMUSG00000039844	ENSSSCG00000005719	ortholog_one2one	1
ENSMUSG00000033191	ENSSSCG00000003950	ortholog_one2one	1
ENSMUSG00000038836	ENSSSCG00000053763	ortholog_one2one	1
ENSMUSG00000109324	ENSSSCG00000003189	ortholog_one2one	1
ENSMUSG00000025545	ENSSSCG00000009519	ortholog_one2one	1
ENSMUSG00000017291	ENSSSCG00000017790	ortholog_one2one	1
ENSMUSG00000033444	ENSSSCG00000010053	ortholog_one2one	1
ENSMUSG00000033885	ENSSSCG00000011474	ortholog_one2one	1
ENSMUSG00000009394	ENSSSCG00000023225	ortholog_one2one	1
ENSMUSG00000051355	ENSSSCG00000008376	ortholog_one2one	1
ENSMUSG00000005267	ENSSSCG00000018031	ortholog_one2one	1
ENSMUSG00000036820	ENSSSCG00000008057	ortholog_one2one	1
ENSMUSG00000018363	ENSSSCG00000032176	ortholog_one2one	1
ENSMUSG00000060594	ENSSSCG00000015022	ortholog_one2one	1
ENSMUSG00000059602	ENSSSCG00000040453	ortholog_one2one	1
ENSMUSG00000047898	ENSSSCG00000034660	ortholog_one2one	1
ENSMUSG00000040966	ENSSSCG00000004040	ortholog_one2one	1
ENSMUSG00000031991	ENSSSCG00000025612	ortholog_one2one	1
ENSMUSG00000039480	ENSSSCG00000004435	ortholog_one2one	1
ENSMUSG00000074261	ENSSSCG00000040022	ortholog_one2one	1
ENSMUSG00000055296	ENSSSCG00000005444	ortholog_one2one	1
ENSMUSG00000049516	ENSSSCG00000013361	ortholog_one2one	1
ENSMUSG00000037166	ENSSSCG00000038077	ortholog_one2one	1
ENSMUSG00000004263	ENSSSCG00000025117	ortholog_one2one	1
ENSMUSG00000030830	ENSSSCG00000007797	ortholog_one2one	1
ENSMUSG00000057054	ENSSSCG00000017901	ortholog_one2one	1
ENSMUSG00000029778	ENSSSCG00000016672	ortholog_one2one	1
ENSMUSG00000028455	ENSSSCG00000039782	ortholog_one2one	1
ENSMUSG00000079580	ENSSSCG00000001576	ortholog_one2one	1
ENSMUSG00000023908	ENSSSCG00000029264	ortholog_one2one	1
ENSMUSG00000034342	ENSSSCG00000015115	ortholog_one2one	1
ENSMUSG00000025140	ENSSSCG00000034723	ortholog_one2one	1
ENSMUSG00000025738	ENSSSCG00000008006	ortholog_one2one	1
ENSMUSG00000030839	ENSSSCG00000042767	ortholog_one2one	1
ENSMUSG00000034612	ENSSSCG00000000837	ortholog_one2one	1
ENSMUSG00000036764	ENSSSCG00000035600	ortholog_one2one	1
ENSMUSG00000004364	ENSSSCG00000016234	ortholog_one2one	1
ENSMUSG00000019906	ENSSSCG00000040348	ortholog_one2one	1
ENSMUSG00000024083	ENSSSCG00000022845	ortholog_one2one	1
ENSMUSG00000042250	ENSSSCG00000006587	ortholog_one2one	1
ENSMUSG00000051236	ENSSSCG00000026004	ortholog_one2one	1
ENSMUSG00000023151	ENSSSCG00000039660	ortholog_one2one	1
ENSMUSG00000020922	ENSSSCG00000056031	ortholog_one2one	1
ENSMUSG00000045973	ENSSSCG00000032554	ortholog_one2one	1
ENSMUSG00000018474	ENSSSCG00000021363	ortholog_one2one	1
ENSMUSG00000034781	ENSSSCG00000029279	ortholog_one2one	1
ENSMUSG00000002504	ENSSSCG00000008038	ortholog_one2one	1
ENSMUSG00000027534	ENSSSCG00000006151	ortholog_one2one	1
ENSMUSG00000029999	ENSSSCG00000008326	ortholog_one2one	1
ENSMUSG00000016918	ENSSSCG00000006197	ortholog_one2one	1
ENSMUSG00000039089	ENSSSCG00000004203	ortholog_one2one	1
ENSMUSG00000029772	ENSSSCG00000016568	ortholog_one2one	1
ENSMUSG00000053931	ENSSSCG00000006887	ortholog_one2one	1
ENSMUSG00000036427	ENSSSCG00000002873	ortholog_one2one	1
ENSMUSG00000029076	ENSSSCG00000003332	ortholog_one2one	1
ENSMUSG00000027714	ENSSSCG00000009096	ortholog_one2one	1
ENSMUSG00000042121	ENSSSCG00000009943	ortholog_one2one	1
ENSMUSG00000039770	ENSSSCG00000008529	ortholog_one2one	1
ENSMUSG00000037845	ENSSSCG00000021871	ortholog_one2one	1
ENSMUSG00000044770	ENSSSCG00000033392	ortholog_one2one	1
ENSMUSG00000037335	ENSSSCG00000031080	ortholog_one2one	1
ENSMUSG00000035164	ENSSSCG00000015014	ortholog_one2one	1
ENSMUSG00000035024	ENSSSCG00000022192	ortholog_one2one	1
ENSMUSG00000028180	ENSSSCG00000003787	ortholog_one2one	1
ENSMUSG00000017831	ENSSSCG00000037653	ortholog_one2one	1
ENSMUSG00000028514	ENSSSCG00000029633	ortholog_one2one	1
ENSMUSG00000037601	ENSSSCG00000038348	ortholog_one2one	1
ENSMUSG00000029426	ENSSSCG00000008980	ortholog_one2one	1
ENSMUSG00000024254	ENSSSCG00000008453	ortholog_one2one	1
ENSMUSG00000029454	ENSSSCG00000009890	ortholog_one2one	1
ENSMUSG00000001555	ENSSSCG00000017422	ortholog_one2one	1
ENSMUSG00000036962	ENSSSCG00000015741	ortholog_one2one	1
ENSMUSG00000079056	ENSSSCG00000008119	ortholog_one2one	1
ENSMUSG00000024191	ENSSSCG00000016985	ortholog_one2one	1
ENSMUSG00000026280	ENSSSCG00000032919	ortholog_one2one	1
ENSMUSG00000013523	ENSSSCG00000007485	ortholog_one2one	1
ENSMUSG00000007646	ENSSSCG00000023955	ortholog_one2one	1
ENSMUSG00000019888	ENSSSCG00000032321	ortholog_one2one	1
ENSMUSG00000023963	ENSSSCG00000001718	ortholog_one2one	1
ENSMUSG00000008668	ENSSSCG00000001502	ortholog_one2one	1
ENSMUSG00000041460	ENSSSCG00000026537	ortholog_one2one	1
ENSMUSG00000037703	ENSSSCG00000007161	ortholog_one2one	1
ENSMUSG00000043252	ENSSSCG00000040180	ortholog_one2one	1
ENSMUSG00000079109	ENSSSCG00000007590	ortholog_one2one	1
ENSMUSG00000040964	ENSSSCG00000003486	ortholog_one2one	1
ENSMUSG00000014361	ENSSSCG00000008103	ortholog_one2one	1
ENSMUSG00000020052	ENSSSCG00000060761	ortholog_one2one	1
ENSMUSG00000020721	ENSSSCG00000017272	ortholog_one2one	1
ENSMUSG00000020133	ENSSSCG00000022265	ortholog_one2one	1
ENSMUSG00000035032	ENSSSCG00000011181	ortholog_one2one	1
ENSMUSG00000038822	ENSSSCG00000004364	ortholog_one2one	1
ENSMUSG00000032968	ENSSSCG00000020771	ortholog_one2one	1
ENSMUSG00000026219	ENSSSCG00000024373	ortholog_one2one	1
ENSMUSG00000024177	ENSSSCG00000007986	ortholog_one2one	1
ENSMUSG00000032323	ENSSSCG00000025273	ortholog_one2one	1
ENSMUSG00000030335	ENSSSCG00000039662	ortholog_one2one	1
ENSMUSG00000038910	ENSSSCG00000029811	ortholog_one2one	1
ENSMUSG00000008153	ENSSSCG00000000672	ortholog_one2one	1
ENSMUSG00000027555	ENSSSCG00000006143	ortholog_one2one	1
ENSMUSG00000024070	ENSSSCG00000008495	ortholog_one2one	1
ENSMUSG00000019710	ENSSSCG00000006469	ortholog_one2one	1
ENSMUSG00000032356	ENSSSCG00000001771	ortholog_one2one	1
ENSMUSG00000034993	ENSSSCG00000024059	ortholog_one2one	1
ENSMUSG00000045662	ENSSSCG00000006846	ortholog_one2one	1
ENSMUSG00000024462	ENSSSCG00000001242	ortholog_one2one	1
ENSMUSG00000001520	ENSSSCG00000000741	ortholog_one2one	1
ENSMUSG00000036745	ENSSSCG00000003760	ortholog_one2one	1
ENSMUSG00000000568	ENSSSCG00000009249	ortholog_one2one	1
ENSMUSG00000014837	ENSSSCG00000032443	ortholog_one2one	1
ENSMUSG00000025375	ENSSSCG00000017141	ortholog_one2one	1
ENSMUSG00000048668	ENSSSCG00000000738	ortholog_one2one	1
ENSMUSG00000045684	ENSSSCG00000005835	ortholog_one2one	1
ENSMUSG00000033726	ENSSSCG00000008308	ortholog_one2one	1
ENSMUSG00000031565	ENSSSCG00000015815	ortholog_one2one	1
ENSMUSG00000035596	ENSSSCG00000003267	ortholog_one2one	1
ENSMUSG00000032174	ENSSSCG00000013653	ortholog_one2one	1
ENSMUSG00000024033	ENSSSCG00000040224	ortholog_one2one	1
ENSMUSG00000033222	ENSSSCG00000006733	ortholog_one2one	1
ENSMUSG00000053907	ENSSSCG00000022300	ortholog_one2one	1
ENSMUSG00000026930	ENSSSCG00000039487	ortholog_one2one	1
ENSMUSG00000015759	ENSSSCG00000027256	ortholog_one2one	1
ENSMUSG00000038775	ENSSSCG00000011246	ortholog_one2one	1
ENSMUSG00000011589	ENSSSCG00000013505	ortholog_one2one	1
ENSMUSG00000022215	ENSSSCG00000002007	ortholog_one2one	1
ENSMUSG00000072494	ENSSSCG00000057418	ortholog_one2one	1
ENSMUSG00000023411	ENSSSCG00000001986	ortholog_one2one	1
ENSMUSG00000027843	ENSSSCG00000006764	ortholog_one2one	1
ENSMUSG00000030057	ENSSSCG00000040879	ortholog_one2one	1
ENSMUSG00000044519	ENSSSCG00000040893	ortholog_one2one	1
ENSMUSG00000037270	ENSSSCG00000009090	ortholog_one2one	1
ENSMUSG00000037780	ENSSSCG00000055445	ortholog_one2one	1
ENSMUSG00000064179	ENSSSCG00000025353	ortholog_one2one	1
ENSMUSG00000026107	ENSSSCG00000016062	ortholog_one2one	1
ENSMUSG00000021796	ENSSSCG00000010360	ortholog_one2one	1
ENSMUSG00000070942	ENSSSCG00000023550	ortholog_one2one	1
ENSMUSG00000058298	ENSSSCG00000004246	ortholog_one2one	1
ENSMUSG00000032089	ENSSSCG00000015085	ortholog_one2one	1
ENSMUSG00000045532	ENSSSCG00000039101	ortholog_one2one	1
ENSMUSG00000002365	ENSSSCG00000030535	ortholog_one2one	1
ENSMUSG00000057967	ENSSSCG00000016997	ortholog_one2one	1
ENSMUSG00000006007	ENSSSCG00000015578	ortholog_one2one	1
ENSMUSG00000064165	ENSSSCG00000017458	ortholog_one2one	1
ENSMUSG00000074796	ENSSSCG00000007157	ortholog_one2one	1
ENSMUSG00000045648	ENSSSCG00000016168	ortholog_one2one	1
ENSMUSG00000032594	ENSSSCG00000011390	ortholog_one2one	1
ENSMUSG00000060261	ENSSSCG00000007721	ortholog_one2one	1
ENSMUSG00000059995	ENSSSCG00000017362	ortholog_one2one	1
ENSMUSG00000025950	ENSSSCG00000023264	ortholog_one2one	1
ENSMUSG00000010797	ENSSSCG00000016628	ortholog_one2one	1
ENSMUSG00000046031	ENSSSCG00000036064	ortholog_one2one	1
ENSMUSG00000032899	ENSSSCG00000000634	ortholog_one2one	1
ENSMUSG00000053825	ENSSSCG00000000940	ortholog_one2one	1
ENSMUSG00000034923	ENSSSCG00000033590	ortholog_one2one	1
ENSMUSG00000079466	ENSSSCG00000005703	ortholog_one2one	1
ENSMUSG00000050188	ENSSSCG00000038916	ortholog_one2one	1
ENSMUSG00000054405	ENSSSCG00000038907	ortholog_one2one	1
ENSMUSG00000023919	ENSSSCG00000001731	ortholog_one2one	1
ENSMUSG00000027187	ENSSSCG00000013302	ortholog_one2one	1
ENSMUSG00000032264	ENSSSCG00000015050	ortholog_one2one	1
ENSMUSG00000030007	ENSSSCG00000008303	ortholog_one2one	1
ENSMUSG00000038545	ENSSSCG00000001657	ortholog_one2one	1
ENSMUSG00000041695	ENSSSCG00000039947	ortholog_one2one	1
ENSMUSG00000026042	ENSSSCG00000016035	ortholog_one2one	1
ENSMUSG00000018395	ENSSSCG00000014283	ortholog_one2one	1
ENSMUSG00000038215	ENSSSCG00000032475	ortholog_one2one	1
ENSMUSG00000042210	ENSSSCG00000030229	ortholog_one2one	1
ENSMUSG00000038371	ENSSSCG00000013409	ortholog_one2one	1
ENSMUSG00000037062	ENSSSCG00000006930	ortholog_one2one	1
ENSMUSG00000002279	ENSSSCG00000008009	ortholog_one2one	1
ENSMUSG00000059173	ENSSSCG00000023924	ortholog_one2one	1
ENSMUSG00000049339	ENSSSCG00000016207	ortholog_one2one	1
ENSMUSG00000028609	ENSSSCG00000003849	ortholog_one2one	1
